name,gender,known_for_department,original_name,popularity
Ben Kingsley,2,Acting,Ben Kingsley,4.491
Tom Welling,2,Acting,Tom Welling,4.3986
Daniela Melchior,1,Acting,Daniela Melchior,4.6613
Chikako Aoyama,1,Acting,青山知可子,4.6442
Sabrina Carpenter,1,Acting,Sabrina Carpenter,4.6436
Andy Lau,2,Acting,劉德華,3.9695
John Cho,2,Acting,John Cho,4.6377
Park Ha-yan,1,Acting,Park Ha-yan,4.491
Takuya Kimura,2,Acting,木村拓哉,4.3474
Aditya Dhar,2,Writing,Aditya Dhar,4.3938
Elizabeth Olsen,1,Acting,Elizabeth Olsen,3.821
Bill Skarsgård,2,Acting,Bill Skarsgård,4.6998
Bong Joon Ho,2,Directing,봉준호,4.1538
Chloë Grace Moretz,1,Acting,Chloë Grace Moretz,4.2326
Winona Ryder,1,Acting,Winona Ryder,6.2593
Yoo Ji-hyun,1,Acting,유지현,4.1071
Hrithik Roshan,2,Acting,ऋतिक रोशन,3.9586
Rain,2,Acting,비,4.5358
Lee Soo,1,Acting,이수,4.3187
Ridley Scott,2,Directing,Ridley Scott,4.3844
Alessandro Genovesi,2,Directing,Alessandro Genovesi,6.2275
Asena Keskinci,1,Acting,Asena Keskinci,4.3827
Lee Do-hyun,2,Acting,이도현,4.8068
Claire Danes,1,Acting,Claire Danes,3.8082
Hannah Einbinder,1,Acting,Hannah Einbinder,4.2126
Olivia Wilde,1,Acting,Olivia Wilde,4.5552
Mariska Hargitay,1,Acting,Mariska Hargitay,3.9274
Zooey Deschanel,1,Acting,Zooey Deschanel,4.388
Satomi Ishihara,1,Acting,石原さとみ,4.4697
Kerem Bürsin,2,Acting,Kerem Bürsin,4.4667
Sean Penn,2,Acting,Sean Penn,4.4554
Skye Gonzaga,1,Acting,Skye Gonzaga,4.4434
Yuko Tanaka,1,Acting,田中裕子,4.4417
Chris Tucker,2,Acting,Chris Tucker,4.4382
Aston McAuley,2,Acting,Aston McAuley,4.4363
Samantha De Martin,1,Acting,Samantha De Martin,4.4276
Chik King-Man,1,Acting,植敬雯,4.4233
Noah Centineo,2,Acting,Noah Centineo,4.4213
Jesse Plemons,2,Acting,Jesse Plemons,4.4206
Sabrina Carpenter,1,Acting,Sabrina Carpenter,4.4153
Reese Witherspoon,1,Acting,Reese Witherspoon,4.4063
Tom Welling,2,Acting,Tom Welling,4.3986
Aditya Dhar,2,Writing,Aditya Dhar,4.3938
Sean Astin,2,Acting,Sean Astin,4.3885
Zooey Deschanel,1,Acting,Zooey Deschanel,4.388
Nathalie Emmanuel,1,Acting,Nathalie Emmanuel,4.3846
Ridley Scott,2,Directing,Ridley Scott,4.3844
Daniel Vegas,2,Acting,Даниэль Вегас,4.0745
Asena Keskinci,1,Acting,Asena Keskinci,4.3827
Daisy Edgar-Jones,1,Acting,Daisy Edgar-Jones,4.3804
Apple Dy,1,Acting,Apple Dy,4.3761
Jon Favreau,2,Acting,Jon Favreau,4.3756
Hayao Miyazaki,2,Directing,宮崎駿,4.3728
Radikaa Sarathkumar,1,Acting,Radhika Sarathkumar,4.3701
Mary Elizabeth Winstead,1,Acting,Mary Elizabeth Winstead,4.366
Deniz Can Aktaş,2,Acting,Deniz Can Aktaş,4.3616
Amandla Stenberg,3,Acting,Amandla Stenberg,4.3535
Rob Estes,2,Acting,Rob Estes,4.3507
Takuya Kimura,2,Acting,木村拓哉,4.3474
Taika Waititi,2,Directing,Taika Waititi,4.3386
Azi Acosta,1,Acting,Azi Acosta,4.3375
Jennifer Morrison,1,Acting,Jennifer Morrison,4.3357
Miles Wei,2,Acting,魏哲鸣,4.335
Lucy Black,1,Acting,Lucy Black,4.3347
Eric Winter,2,Acting,Eric Winter,4.3335
Steve Carell,2,Acting,Steve Carell,4.3295
Andy On Chi-Kit,2,Acting,安志傑,4.3274
Choi Min-yeong,2,Acting,최민영,4.3256
Lee Min-ho,2,Acting,이민호,3.8941
Robert Gilbert,2,Acting,Robert Gilbert,3.4472
Rob Estes,2,Acting,Rob Estes,4.3507
Elvis Tsui Kam-Kong,2,Acting,徐錦江,3.9606
Takuya Kimura,2,Acting,木村拓哉,4.3474
Taika Waititi,2,Directing,Taika Waititi,4.3386
Azi Acosta,1,Acting,Azi Acosta,4.3375
Charlie Murphy,1,Acting,Charlie Murphy,3.9197
Olivia Morandin,0,Acting,Olivia Morandin,3.4743
Steve Carell,2,Acting,Steve Carell,4.3295
Charithra Chandran,1,Acting,Charithra Chandran,3.3947
Andy On Chi-Kit,2,Acting,安志傑,4.3274
Miles Wei,2,Acting,魏哲鸣,4.335
Skye Gonzaga,1,Acting,Skye Gonzaga,4.4434
Stellan Skarsgård,2,Acting,Stellan Skarsgård,4.315
Natalia Sánchez,1,Acting,Natalia Sánchez,4.9448
Anthony Hopkins,2,Acting,Anthony Hopkins,4.3095
Saori Hayami,1,Acting,早見沙織,3.8722
Ester Expósito,1,Acting,Ester Expósito,3.7508
Lee Chae-dam,1,Acting,Lee Chae-dam,4.2699
Joel Kinnaman,2,Acting,Joel Kinnaman,4.2257
Susan Shaw Yam-Yam,1,Acting,邵音音,4.2249
Hannah Einbinder,1,Acting,Hannah Einbinder,4.2126
Sophie Marceau,1,Acting,Sophie Marceau,4.2032
Mamitha Baiju,1,Acting,Mamitha Baiju,4.2
Alicia Silverstone,1,Acting,Alicia Silverstone,4.198
Carmen Salinas,1,Acting,Carmen Salinas,4.1973
Heinz Hoenig,2,Acting,Heinz Hoenig,4.1889
Aayushi Jaiswal,1,Acting,Aayushi Jaiswal,4.1844
Sumire Morohoshi,1,Acting,諸星すみれ,4.1792
Christina Ricci,1,Acting,Christina Ricci,4.1784
Amirah J,1,Acting,Amirah J,4.1767
Audrey Avila,1,Acting,Audrey Avila,4.1746
Paola Nuñez,1,Acting,Paola Nuñez,4.1729
Zosia Mamet,1,Acting,Zosia Mamet,4.1694
Kenneth Branagh,2,Acting,Kenneth Branagh,4.1643
Jennifer Runyon,1,Acting,Jennifer Runyon,4.1616
Billy Bob Thornton,2,Acting,Billy Bob Thornton,4.1609
He Yanzhao,2,Acting,何衍朝,4.1603
Daniela Melchior,1,Acting,Daniela Melchior,4.1568
Natalia Sánchez,1,Acting,Natalia Sánchez,4.9448
Saori Hayami,1,Acting,早見沙織,3.8722
Fan Bingbing,1,Acting,范冰冰,4.2405
Ester Expósito,1,Acting,Ester Expósito,3.7508
Stacy Keach,2,Acting,Stacy Keach,3.5291
Lee Chae-dam,1,Acting,Lee Chae-dam,4.2699
Sophia Lillis,1,Acting,Sophia Lillis,4.0305
Alp Navruz,2,Acting,Alp Navruz,3.9804
Lucy Black,1,Acting,Lucy Black,4.3347
Lewis Pullman,2,Acting,Lewis Pullman,3.4398
Amandla Stenberg,3,Acting,Amandla Stenberg,4.3535
Eddie Murphy,2,Acting,Eddie Murphy,4.0956
Hayao Miyazaki,2,Directing,宮崎駿,4.3728
Apple Dy,1,Acting,Apple Dy,4.3761
Melanie Griffith,1,Acting,Melanie Griffith,3.955
Daisy Edgar-Jones,1,Acting,Daisy Edgar-Jones,4.3804
Carmen Salinas,1,Acting,Carmen Salinas,4.1973
Jennifer Morrison,1,Acting,Jennifer Morrison,4.3357
Chad Michael Murray,2,Acting,Chad Michael Murray,3.8878
Florence Hunt,1,Acting,Florence Hunt,3.8197
Steven Yeun,2,Acting,Steven Yeun,3.6011
Talia Shire,1,Acting,Talia Shire,3.5851
Eliza Dushku,1,Acting,Eliza Dushku,3.561
Lee Jong-suk,2,Acting,이종석,3.629
Milana Vayntrub,1,Acting,Milana Vayntrub,3.9249
AJ Raval,1,Acting,AJ Raval,3.8054
Minori Terada,2,Acting,寺田農,3.3729
Sophia Loren,1,Acting,Sophia Loren,3.541
Neal McDonough,2,Acting,Neal McDonough,3.7872
Clancy Brown,2,Acting,Clancy Brown,3.9188
Liza Weil,1,Acting,Liza Weil,4.6864
Michelle Rodriguez,1,Acting,Michelle Rodriguez,4.6018
Oscar Nuñez,2,Acting,Oscar Nuñez,3.6963
He Yu,2,Acting,何与,3.6863
Ian Somerhalder,2,Acting,Ian Somerhalder,4.0425
Isabela Merced,1,Acting,Isabela Merced,4.0995
Engin Akyürek,2,Acting,Engin Akyürek,3.4572
Astrid Lee,1,Acting,Astrid Lee,4.3579
Tiina Björkman,1,Acting,Tiina Björkman,3.4843
Mao Ichimichi,1,Acting,市道真央,3.6131
Mao Ichimichi,1,Acting,市道真央,4.182
Kevin Hart,2,Acting,Kevin Hart,4.181
Mun Ka-young,1,Acting,문가영,3.8529
Leighton Meester,1,Acting,Leighton Meester,4.1794
Don Lee,2,Acting,마동석,4.1751
Mamitha Baiju,1,Acting,Mamitha Baiju,4.1698
Cole Sprouse,2,Acting,Cole Sprouse,4.1626
Han Ga-hee,1,Acting,Han Ga-hee,4.1502
Elliot Page,3,Acting,Elliot Page,3.9671
Fra Fee,2,Acting,Fra Fee,4.1448
Ian McKellen,2,Acting,Ian McKellen,3.5751
Kristin Kreuk,1,Acting,Kristin Kreuk,4.139
Steve Buscemi,2,Acting,Steve Buscemi,3.8203
Harrison Ford,2,Acting,Harrison Ford,3.5983
Andy On Chi-Kit,2,Acting,安志傑,4.1312
Sean Connery,2,Acting,Sean Connery,3.3957
Zazie Beetz,1,Acting,Zazie Beetz,4.1267
Yuki Kaji,2,Acting,梶裕貴,4.1267
Déborah Révy,1,Acting,Déborah Révy,4.1226
Cote De Pablo,1,Acting,Cote De Pablo,4.1217
Divya Khossla,1,Production,Divya Khosla Kumar,3.1867
David Thewlis,2,Acting,David Thewlis,3.7709
Luna Gallego,0,Acting,Luna Gallego,2.9095
Meg Foster,1,Acting,Meg Foster,3.8083
Sarah Wayne Callies,1,Acting,Sarah Wayne Callies,4.0948
Sumire Morohoshi,1,Acting,諸星すみれ,4.1792
Ewan McGregor,2,Acting,Ewan McGregor,3.6629
Kim Kardashian,1,Acting,Kim Kardashian,3.5826
Dheekshith Shetty,2,Acting,Dheekshith Shetty,5.4693
Bai Jingting,2,Acting,白敬亭,3.7448
Taylor Sheridan,2,Writing,Taylor Sheridan,3.9622
Jennifer Tilly,1,Acting,Jennifer Tilly,3.4828
Claire Forlani,1,Acting,Claire Forlani,3.8477
Rami Malek,2,Acting,Rami Malek,3.705
Yash Daasguptaa,2,Acting,Yash Daasguptaa,4.0223
Lee Jun-young,2,Acting,이준영,3.7846
Ayane Sakura,1,Acting,佐倉綾音,3.9022
Catherine Zeta-Jones,1,Acting,Catherine Zeta-Jones,3.7782
Antonio Banderas,2,Acting,Antonio Banderas,3.9398
Supoj Janjareonborn,2,Acting,สุพจน์ จันทร์เจริญ,4.0553
Andy Garcia,2,Acting,Andy Garcia,3.5992
Gwyneth Paltrow,1,Acting,Gwyneth Paltrow,3.7903
Byeon Woo-seok,2,Acting,변우석,3.9124
Yoshitsugu Matsuoka,2,Acting,松岡禎丞,3.9838
Tessa Thompson,1,Acting,Tessa Thompson,3.2971
Priya Mishra,1,Acting,Priya Mishra,3.2358
Pegah Ghafoori,1,Acting,Pegah Ghafoori,4.1014
Amy Yip Chi-Mei,1,Acting,葉子楣,4.0071
Kang Eun-hye,1,Acting,Kang Eun-hye,3.7033
Catherine O'Hara,1,Acting,Catherine O'Hara,3.2454
Buster Keaton,2,Directing,Buster Keaton,3.4085
Mark Hamill,2,Acting,Mark Hamill,4.0111
Jonah Hill,2,Acting,Jonah Hill,3.4621
Tim Daly,2,Acting,Tim Daly,3.7667
Vanessa Kirby,1,Acting,Vanessa Kirby,3.4875
Verónica Orozco,1,Acting,Verónica Orozco,3.7688
Curry Barker,2,Directing,Curry Barker,3.5452
Justin Long,2,Acting,Justin Long,3.4446
Annette O'Toole,1,Acting,Annette O'Toole,4.7124
Dennis Quaid,2,Acting,Dennis Quaid,3.9363
Tom Hiddleston,2,Acting,Tom Hiddleston,3.8491
Hilary Duff,1,Acting,Hilary Duff,3.8479
Claire Forlani,1,Acting,Claire Forlani,3.8477
Piper Perabo,1,Acting,Piper Perabo,3.8452
Naina Chhabra,0,Acting,Naina Chhabra,3.84
Jenna Dewan,1,Acting,Jenna Dewan,3.8383
Hugh Jackman,2,Acting,Hugh Jackman,3.838
MyAnna Buring,1,Acting,MyAnna Buring,3.8371
Kendall Jenner,1,Acting,Kendall Jenner,3.8331
Li Bingbing,1,Acting,李冰冰,3.826
Asia Argento,1,Acting,Asia Argento,3.8259
Veronika Zhuravleva,1,Acting,Вероника Журавлёва,3.8255
Elizabeth Olsen,1,Acting,Elizabeth Olsen,3.821
Steve Buscemi,2,Acting,Steve Buscemi,3.8203
Florence Hunt,1,Acting,Florence Hunt,3.8197
Michael Caine,2,Acting,Michael Caine,3.8164
Cote De Pablo,1,Acting,Cote De Pablo,3.809
Yoko Mitsuya,1,Acting,三津谷葉子,3.8089
Meg Foster,1,Acting,Meg Foster,3.8083
Claire Danes,1,Acting,Claire Danes,3.8082
Heinz Hoenig,2,Acting,Heinz Hoenig,4.1889
Milena Vukotić,1,Acting,Milena Vukotić,3.4482
Nihal Nizam,2,Acting,Nihal Nizam,3.3525
Odessa A'zion,1,Acting,Odessa A'zion,3.7454
Micaela Brandoni,0,Acting,Micaela Brandoni,2.3668
Serena Grandi,1,Acting,Serena Grandi,3.4017
Sarah Gadon,1,Acting,Sarah Gadon,3.2163
Lisa Ann Walter,1,Acting,Lisa Ann Walter,3.289
Masayoshi Nogami,2,Acting,野上正義,3.1556
Sushmita Sen,1,Acting,Sushmita Sen,2.2084
Nobuhiko Okamoto,2,Acting,岡本信彦,3.0788
Tommy Lee Jones,2,Acting,Tommy Lee Jones,3.9159
James McAvoy,2,Acting,James McAvoy,3.6266
Tom Hiddleston,2,Acting,Tom Hiddleston,3.8491
Alfred Hitchcock,2,Directing,Alfred Hitchcock,3.4712
Sam Worthington,2,Acting,Sam Worthington,3.9945
Shawn Ashmore,2,Acting,Shawn Ashmore,3.4864
Juno Temple,1,Acting,Juno Temple,3.3404
Arielle Kebbel,1,Acting,Arielle Kebbel,4.2379
Miriam Leone,1,Acting,Miriam Leone,3.19
Song Kang,2,Acting,송강,3.2943
Sora Amamiya,1,Acting,雨宮天,3.6886
Park Hee-soon,2,Acting,박희순,3.5252
Minka Kelly,1,Acting,Minka Kelly,4.0645
Anri Suzuki,1,Acting,鈴木杏里,3.3412
Stephen Chow,2,Acting,周星馳,4.0459
Paul Rudd,2,Acting,Paul Rudd,3.9906
Chris Tucker,2,Acting,Chris Tucker,4.4382
Phoebe Dynevor,1,Acting,Phoebe Dynevor,3.3653
Hiroyuki Sanada,2,Acting,真田広之,3.7361
Alyssa Diaz,1,Acting,Alyssa Diaz,3.1575
Famke Janssen,1,Acting,Famke Janssen,3.8843
Sasha Alexander,1,Acting,Sasha Alexander,3.0835
Carey Mulligan,1,Acting,Carey Mulligan,3.2931
Simone Ashley,1,Acting,Simone Ashley,3.2871
Dylan O'Brien,2,Acting,Dylan O'Brien,4.3223
Léa Seydoux,1,Acting,Léa Seydoux,3.5892
Michael Peña,2,Acting,Michael Peña,3.4792
Callum Turner,2,Acting,Callum Turner,3.7092
Kathryn Newton,1,Acting,Kathryn Newton,3.7372
Charlie Cho Cha-Lee,2,Acting,曹查理,3.6242
Nina Dobrev,1,Acting,Nina Dobrev,3.4032
Ed Harris,2,Acting,Ed Harris,3.6278
Yumiri Hanamori,1,Acting,花守ゆみり,3.8582
Sneha,1,Acting,Sneha,3.5878
Alice Eve,1,Acting,Alice Eve,3.9045
Shameik Moore,2,Acting,Shameik Moore,3.6445
Brandon Sklenar,2,Acting,Brandon Sklenar,3.6466
Kim Yoo-jung,1,Acting,김유정,3.618
Jordana Brewster,1,Acting,Jordana Brewster,3.3531
Micheál Richardson,2,Acting,Micheál Richardson,3.1585
Rachel Brosnahan,1,Acting,Rachel Brosnahan,3.1184
Hikaru Wakana,1,Acting,若菜ひかる,3.7321
Richard Donat,2,Acting,Richard Donat,2.7804
John Noble,2,Acting,John Noble,3.699
Renée Zellweger,1,Acting,Renée Zellweger,3.5505
Sam Neill,2,Acting,Sam Neill,3.751
Natascha McElhone,1,Acting,Natascha McElhone,3.3522
Owen Wilson,2,Acting,Owen Wilson,4.0203
Gary Oldman,2,Acting,Gary Oldman,3.9977
Masiela Lusha,1,Acting,Masiela Lusha,3.6643
Dave Franco,2,Acting,Dave Franco,4.0234
Joseph Zeng,2,Acting,曾舜晞,3.2454
María Fernanda Yepes,1,Acting,María Fernanda Yepes,2.9542
Christina Ricci,1,Acting,Christina Ricci,4.1784
Kajol,1,Acting,Kajol,3.6668
Hiro Shimono,2,Acting,下野紘,3.1139
Jack O'Connell,2,Acting,Jack O'Connell,3.2847
Zhou Ye,1,Acting,周也,3.7559
Sophie Turner,1,Acting,Sophie Turner,3.7927
Noah Wyle,2,Acting,Noah Wyle,3.5744
Amrish Puri,2,Acting,Amrish Puri,3.5337
Eddie Cibrian,2,Acting,Eddie Cibrian,3.405
Michael Jai White,2,Acting,Michael Jai White,3.3452
Daniel Craig,2,Acting,Daniel Craig,3.6651
Naveen Andrews,2,Acting,Naveen Andrews,3.3968
Fang Jin,1,Acting,方瑾,3.7824
Aayushi Jaiswal,1,Acting,Aayushi Jaiswal,4.1844
Ciarán Hinds,2,Acting,Ciarán Hinds,3.6081
Alec Baldwin,2,Acting,Alec Baldwin,3.1371
Bai Lu,1,Acting,白鹿,3.5984
Amy Sedaris,1,Acting,Amy Sedaris,3.3942
Brendan Fraser,2,Acting,Brendan Fraser,3.5932
Fairouz Ai,1,Acting,ファイルーズあい,3.3045
Linda Hamilton,1,Acting,Linda Hamilton,3.7425
Laura Dern,1,Acting,Laura Dern,3.9751
Nikolaj Coster-Waldau,2,Acting,Nikolaj Coster-Waldau,4.0218
Tian Xuning,2,Acting,田栩宁,3.7865
Ajith Kumar,2,Acting,Ajith Kumar,3.405
Peter Dinklage,2,Acting,Peter Dinklage,3.7899
Jena Malone,1,Acting,Jena Malone,3.8766
Chow Yun-Fat,2,Acting,周潤發,3.9082
Christoph Waltz,2,Acting,Christoph Waltz,3.6662
Kat Dennings,1,Acting,Kat Dennings,4.0274
Tim Roth,2,Acting,Tim Roth,3.6819
Yoko Mitsuya,1,Acting,三津谷葉子,3.8089
Samyuktha,1,Acting,Samyuktha,3.6582
Matt Dillon,2,Acting,Matt Dillon,3.0994
Danny Trejo,2,Acting,Danny Trejo,3.3968
Colin Farrell,2,Acting,Colin Farrell,3.5128
Billy Crudup,2,Acting,Billy Crudup,2.7077
William Fichtner,2,Acting,William Fichtner,3.752
Bill Nighy,2,Acting,Bill Nighy,3.7845
Yu Shuxin,1,Acting,虞书欣,3.6154
Aytek Şayan,2,Acting,Aytek Şayan,3.2215
Xie Miao,2,Acting,谢苗,3.8805
Geena Davis,1,Acting,Geena Davis,3.0666
Laura San Giacomo,1,Acting,Laura San Giacomo,4.2408
Robert Duvall,2,Acting,Robert Duvall,3.5727
Roch Voisine,2,Acting,Roch Voisine,3.7537
Yui Ishikawa,1,Acting,石川由依,3.1332
Kenjiro Tsuda,2,Acting,津田健次郎,3.4453
Javier Bardem,2,Acting,Javier Bardem,3.5796
Kaoru Mizuki,1,Acting,水木薫,2.9458
Ulaş Tuna Astepe,2,Acting,Ulaş Tuna Astepe,3.1766
Zack Snyder,2,Directing,Zack Snyder,3.9249
David Tennant,2,Acting,David Tennant,3.0109
Emily Rudd,1,Acting,Emily Rudd,3.7395
Peter Jackson,2,Directing,Peter Jackson,2.8479
Chen Heyi,2,Acting,陈鹤一,3.4594
Helena Bonham Carter,1,Acting,Helena Bonham Carter,3.7222
Annabel O'Hagan,1,Acting,Annabel O'Hagan,3.2663
Kumiko Aso,1,Acting,麻生久美子,3.7078
Hannah Waddingham,1,Acting,Hannah Waddingham,4.2387
Cary Guffey,2,Acting,Cary Guffey,3.1729
Tian Jiarui,2,Acting,田嘉瑞,3.1715
Piper Perabo,1,Acting,Piper Perabo,3.8452
Wang Xuan,2,Acting,Wang Xuan,3.5429
Billy Bob Thornton,2,Acting,Billy Bob Thornton,4.1609
Martin Lawrence,2,Acting,Martin Lawrence,3.0942
Johnny Huang,2,Acting,黄景瑜,3.602
Marion Cotillard,1,Acting,Marion Cotillard,3.7277
Helen Mirren,1,Acting,Helen Mirren,3.3861
Gino Cervi,2,Acting,Gino Cervi,2.2435
Tilda Swinton,1,Acting,Tilda Swinton,2.9913
Xu Kai,2,Acting,许凯,3.5687
Ayaka Miyoshi,1,Acting,三吉彩花,3.3139
Damián Alcázar,2,Acting,Damián Alcázar,2.5936
Mari Somei,1,Acting,染井真理,3.3024
Colin Firth,2,Acting,Colin Firth,3.4598
Cole Sprouse,2,Acting,Cole Sprouse,3.5425
Michael Miu Kiu-Wai,2,Acting,苗僑偉,3.5416
Sophia Loren,1,Acting,Sophia Loren,3.541
Burak Özçivit,2,Acting,Burak Özçivit,3.442
Kim In-ae,1,Acting,김인애,3.9185
Eric Dane,2,Acting,Eric Dane,3.5374
Amrish Puri,2,Acting,Amrish Puri,3.5337
Stacy Keach,2,Acting,Stacy Keach,3.5291
Brian Cox,2,Acting,Brian Cox,3.5273
Abigail Spencer,1,Acting,Abigail Spencer,3.526
Forest Whitaker,2,Acting,Forest Whitaker,3.5258
Park Hee-soon,2,Acting,박희순,3.5252
Martha Roth,1,Acting,Martha Roth,3.5248
Tania Raymonde,1,Acting,Tania Raymonde,3.5229
Ian McShane,2,Acting,Ian McShane,3.5221
Lily James,1,Acting,Lily James,3.5192
Colin Farrell,2,Acting,Colin Farrell,3.5128
Koo Kyo-hwan,2,Acting,구교환,3.4975
Bryce Dallas Howard,1,Acting,Bryce Dallas Howard,3.4962
Amber Heard,1,Acting,Amber Heard,3.4938
Gianna Jun,1,Acting,전지현,3.6622
Tan Songyun,1,Acting,谭松韵,3.4312
Kathryn Bernardo,1,Acting,Kathryn Bernardo,3.6593
Robin Williams,2,Acting,Robin Williams,3.1318
Tetsushi Tanaka,2,Acting,田中哲司,3.6575
Renato Godinho,2,Acting,Renato Godinho,3.6554
Sinem Ünsal,1,Acting,Sinem Ünsal,3.112
Jennifer Lopez,1,Acting,Jennifer Lopez,3.1263
Ron Perlman,2,Acting,Ron Perlman,3.7634
Josh Duhamel,2,Acting,Josh Duhamel,3.0368
Heath Ledger,2,Acting,Heath Ledger,3.6195
Shota Sometani,2,Acting,染谷将太,3.6365
Haley Lu Richardson,1,Acting,Haley Lu Richardson,3.6359
Simon Pegg,2,Acting,Simon Pegg,3.2765
Kim Ju-eun,1,Acting,Kim Ju-eun,3.6337
Yoo Su-bin,2,Acting,유수빈,3.6312
Megumi Hayashibara,1,Acting,林原めぐみ,3.2359
Mackenyu,2,Acting,新田真剣佑,3.6285
T.K. Carter,2,Acting,T.K. Carter,3.6475
Sam Rockwell,2,Acting,Sam Rockwell,3.5993
Rachel Weisz,1,Acting,Rachel Weisz,3.4697
Kevin James,2,Acting,Kevin James,3.4688
Ryeoun,2,Acting,려운,3.4223
Jonah Hill,2,Acting,Jonah Hill,3.4621
Kathryn Bernardo,1,Acting,Kathryn Bernardo,3.4607
Gianna Jun,1,Acting,전지현,3.46
Colin Firth,2,Acting,Colin Firth,3.4598
Chen Heyi,2,Acting,陈鹤一,3.4594
Gene Wilder,2,Acting,Gene Wilder,3.4573
Engin Akyürek,2,Acting,Engin Akyürek,3.4572
Milena Vukotić,1,Acting,Milena Vukotić,3.4482
Natalia Dyer,1,Acting,Natalia Dyer,3.4463
Caitríona Balfe,1,Acting,Caitríona Balfe,3.4455
Kenjiro Tsuda,2,Acting,津田健次郎,3.4453
Justin Long,2,Acting,Justin Long,3.4446
Lewis Pullman,2,Acting,Lewis Pullman,3.4398
Yen Renee Durano,1,Acting,Yen Renee Durano,3.1436
Juri Kimura,1,Acting,木村珠莉,3.0375
Tan Songyun,1,Acting,谭松韵,3.4312
Yui Tatsumi,1,Acting,辰巳ゆい,2.9245
Denise Richards,1,Acting,Denise Richards,3.0017
Maitreyi Ramakrishnan,1,Acting,Maitreyi Ramakrishnan,3.5935
Nithya Menen,1,Acting,Nithya Menen,3.5911
Katherine LaNasa,1,Acting,Katherine LaNasa,3.5902
Lisseth Chavez,1,Acting,Lisseth Chavez,3.2538
Michelle Yeoh,1,Acting,Michelle Yeoh,2.8972
Anthony Mackie,2,Acting,Anthony Mackie,3.476
Anton Batyrev,2,Acting,Антон Батырев,3.5869
Jay Harrington,2,Acting,Jay Harrington,3.5867
Bobby Cannavale,2,Acting,Bobby Cannavale,3.4745
Martha Millan,1,Acting,Martha Millan,3.5831
Akira Kurosawa,2,Directing,黒澤明,3.2824
Dylan Sprouse,2,Acting,Dylan Sprouse,3.5808
İrem Helvacıoğlu,1,Acting,İrem Helvacıoğlu,3.5792
Cobie Smulders,1,Acting,Cobie Smulders,3.5782
Aya Asahina,1,Acting,朝比奈彩,3.5765
Tim Matheson,2,Acting,Tim Matheson,3.6661
Oona Chaplin,1,Acting,Oona Chaplin,3.5752
William H. Macy,2,Acting,William H. Macy,3.2761
Ben Stiller,2,Acting,Ben Stiller,4.2273
Joseph Quinn,2,Acting,Joseph Quinn,3.3837
Claudia Cardinale,1,Acting,Claudia Cardinale,3.2669
Sofia Carson,1,Acting,Sofia Carson,3.2915
Reina Ueda,1,Acting,上田麗奈,3.1762
F. Murray Abraham,2,Acting,F. Murray Abraham,3.0595
Mamoru Miyano,2,Acting,宮野真守,3.1653
Diora Baird,1,Acting,Diora Baird,2.8364
Charles Bronson,2,Acting,Charles Bronson,3.0882
Wang Haozhen,2,Acting,王皓祯,3.7853
Siobhan Finneran,1,Acting,Siobhan Finneran,7.1553
Vivian Hsu,1,Acting,徐若瑄,3.4839
Burak Özçivit,2,Acting,Burak Özçivit,3.442
Tommy Lee Jones,2,Acting,Tommy Lee Jones,3.9159
Kim In-ae,1,Acting,김인애,3.9185
Meghann Fahy,1,Acting,Meghann Fahy,3.3404
Natalia Dyer,1,Acting,Natalia Dyer,3.4463
Liu Yuning,2,Acting,刘宇宁,3.5825
Thomas Brodie-Sangster,2,Acting,Thomas Brodie-Sangster,3.4185
Riz Ahmed,2,Acting,Riz Ahmed,3.1305
Lauren German,1,Acting,Lauren German,3.6956
Clara Stack,1,Acting,Clara Stack,3.3604
Akira Ishida,2,Acting,石田彰,3.3374
John Leguizamo,2,Acting,John Leguizamo,3.2083
Takehito Koyasu,2,Sound,子安武人,3.1895
Genesis Rodriguez,1,Acting,Genesis Rodriguez,3.0278
Kevin James,2,Acting,Kevin James,3.4688
Neve Campbell,1,Acting,Neve Campbell,3.1625
Ntora Anagnostopoulou,1,Acting,Ντόρα Αναγνωστοπούλου,2.0767
Ronda Rousey,1,Acting,Ronda Rousey,1.8691
Terrence J,2,Acting,Terrence J,2.5389
Amy Schumer,1,Acting,Amy Schumer,2.8641
Guan Tingna,1,Acting,关婷娜,3.0622
Charlotte Riley,1,Acting,Charlotte Riley,3.9605
Eva Longoria,1,Acting,Eva Longoria,3.0938
Heiko Ruprecht,2,Acting,Heiko Ruprecht,3.6474
Kim Bum,2,Acting,김범,3.6263
Richard T. Jones,2,Acting,Richard T. Jones,2.6584
Paul Bettany,2,Acting,Paul Bettany,3.5466
Sally Field,1,Acting,Sally Field,3.2587
Rikako Aikawa,1,Acting,愛河里花子,2.8358
Vincent D'Onofrio,2,Acting,Vincent D'Onofrio,3.2818
Jamie Foxx,2,Acting,Jamie Foxx,3.2724
Rieko Miura,1,Acting,三浦理恵子,3.4281
Sam Lee,2,Acting,李燦森,2.6683
Téa Leoni,1,Acting,Téa Leoni,3.2259
Wen Zhicheng,2,Acting,Wen Zhicheng,3.56
Caitríona Balfe,1,Acting,Caitríona Balfe,3.4455
Ananya Panday,1,Acting,Ananya Panday,3.1553
Ajay Devgn,2,Acting,Ajay Devgan,3.0675
